,0
2025-08-27,0.5194831533268307
2025-08-28,0.3076094150719776
2025-08-29,0.3726331851283788
2025-09-02,0.3134733679952274
2025-09-03,0.20519348819923303
2025-09-04,0.1995570859957976
2025-09-05,0.14972953786509197
2025-09-08,0.1777380779205473
2025-09-09,0.13979878389871359
2025-09-10,0.013575626632020488
2025-09-11,0.01132203507203006
2025-09-12,0.0040007181285638274
2025-09-15,0.01835753361000259
2025-09-16,0.008272838459755643
2025-09-17,0.07611873998739209
2025-09-18,0.039307450407177535
2025-09-19,0.07440708920468359
2025-09-22,0.05111091740602743
2025-09-23,0.06786274225261492
2025-09-24,0.04835933538421587
2025-09-25,0.07367949255972518
2025-09-26,0.06877019767867819
2025-09-29,0.10450659586358642
2025-09-30,0.07055715227404716
2025-10-01,0.06167974659911171
2025-10-02,0.05304377487774546
2025-10-03,0.016905841118933986
2025-10-06,0.014531780113129555
2025-10-07,0.04593480127003458
2025-10-08,0.17224955003191605
2025-10-09,0.19024031655448526
2025-10-10,0.5094218277905566
2025-10-13,0.5972297628494723
2025-10-14,0.6290141140919707
2025-10-15,0.6415740913500307
2025-10-16,0.6551431291001063
2025-10-17,0.5554392233836145
2025-10-20,0.5924659029918283
2025-10-21,0.43520723907711345
2025-10-22,0.19856948590312
2025-10-23,0.263914718193189
2025-10-24,0.30472142362201493
2025-10-27,0.3329500752298744
2025-10-28,0.2865243022720896
2025-10-29,0.29793842706040474
2025-10-30,0.30798368793222375
2025-10-31,0.25198253417410815
2025-11-03,0.16359699843370848
2025-11-04,0.2422565998752979
2025-11-05,0.2296236315705328
2025-11-06,0.2725771493315599
2025-11-07,0.2381325408419528
2025-11-10,0.5240839991530815
2025-11-11,0.5307802572692707
2025-11-12,0.4655358073378202
2025-11-13,0.4303162720038963
2025-11-14,0.3453110177467868
2025-11-17,0.34022553987055665
2025-11-18,0.30955282183999794
2025-11-19,0.0773866873657834
2025-11-20,0.14271425296996804
2025-11-21,0.12966132240806408
2025-11-24,0.3571308888044377
2025-11-25,0.4327814336362749
2025-11-26,0.45253758425647805
2025-11-28,0.4885770195798782
2025-12-01,0.4724772093779008
2025-12-02,0.24345753022922367
2025-12-03,0.21955404807900403
2025-12-04,0.09507939364065372
2025-12-05,0.11120811361535386
2025-12-08,0.049374790164343055
2025-12-09,0.008419554423308322
2025-12-10,-0.006506720097130469
2025-12-11,-0.01761061605720878
2025-12-12,0.12001771464424922
2025-12-15,0.13416537942681317
2025-12-16,0.10316539756208622
2025-12-17,0.09597495242627517
2025-12-18,0.1424180151653672
2025-12-19,0.257657009662874
2025-12-22,0.3102441834011739
2025-12-23,0.27543635619634044
2025-12-24,0.208278162053316
2025-12-26,0.22717405869522517
2025-12-29,0.27204529706047903
2025-12-30,0.2946703559263297
2025-12-31,0.3251368314837599
2026-01-02,0.212323148056732
2026-01-05,0.17285610508450036
2026-01-06,0.13946072438711785
2026-01-07,0.13172425650565311
2026-01-08,0.14247131408510277
2026-01-09,0.22999574505803827
2026-01-12,0.17923774647511195
2026-01-13,0.16009493033994115
2026-01-14,0.18129761105302014
2026-01-15,0.1965453754859499
2026-01-16,0.173760087640722
2026-01-20,0.23655602695197253
2026-01-21,0.1435194350208384
2026-01-22,0.11172709173888544
2026-01-23,0.17051998862161816
2026-01-26,0.1893388745523246
2026-01-27,0.17384787278124303
2026-01-28,0.16626110427539945
2026-01-29,-0.01202394191038986
2026-01-30,0.13697237306589857
2026-02-02,0.11628650506841026
2026-02-03,0.10974593884858318
2026-02-04,0.06304578394398684
2026-02-05,0.08023611471721397
2026-02-06,0.25320008213345263
2026-02-09,0.2970093365539283
2026-02-10,0.2907835237272204
2026-02-11,0.3075629998231186
2026-02-12,0.4920032250331688
2026-02-13,0.5898667259935211
2026-02-17,0.5653968718550128
2026-02-18,0.5119415840549573
2026-02-19,0.44867379437634314
2026-02-20,0.4421618799721183
2026-02-23,0.46176189626327874
2026-02-24,0.2346099330086033
2026-02-25,0.32205010686398433
2026-02-26,0.32195710075965517
2026-02-27,0.2099530901631958
2026-03-02,0.24388144573799875
2026-03-03,0.2578822606493034
2026-03-04,0.25633154716487355
2026-03-05,0.2534941593846087
2026-03-06,0.16586583170916633
2026-03-09,0.14247103132182146
2026-03-10,0.1749062283367594
2026-03-11,0.12124628375571035
2026-03-12,0.14837215625736763
2026-03-13,0.10380537896300158
2026-03-16,0.15442637060034023
2026-03-17,0.18790646629540894
2026-03-18,0.20653042829467555
2026-03-19,0.21173705078760086
2026-03-20,0.2064380137388514
2026-03-23,0.2617141357854214
2026-03-24,0.25738019213342167
2026-03-25,0.2693452995649963
2026-03-26,0.25527798908826693
2026-03-27,0.24257347595166276
2026-03-30,0.24914061443358831
2026-03-31,0.45504078580678514
2026-04-01,0.4752835146411298
2026-04-02,0.49455975409567837
2026-04-06,0.48621883506155766
2026-04-07,0.41289020506619695
2026-04-08,0.35163388114529015
2026-04-09,0.33420963856732544
2026-04-10,0.04691731769060553
2026-04-13,0.045933888362159316
2026-04-14,0.06133616667719157
2026-04-15,0.036342362303767535
2026-04-16,0.04114205479153473
2026-04-17,0.04007681324896552
2026-04-20,0.14680957096793198
2026-04-21,0.22806976938060777
2026-04-22,0.2576199659839284
2026-04-23,0.30475922937345595
2026-04-24,0.2513918653122493
2026-04-27,0.24385641192448754
2026-04-28,0.28503073923178435
2026-04-29,0.29678661555433145
2026-04-30,0.21727910598768777
2026-05-01,0.07871107970931254
2026-05-04,0.04071846960693741
2026-05-05,0.018661948787233137
2026-05-06,0.06972589874188144
2026-05-07,0.04043045026440652
2026-05-08,0.03161638935140445
2026-05-11,0.04913607404160068
2026-05-12,0.049079078232844575
2026-05-13,0.06396945258986347
2026-05-14,0.06441303430999987
2026-05-15,0.0754793018774256
2026-05-18,0.07298220903088622
2026-05-19,0.11822032137217431
2026-05-20,0.13837601517685147
2026-05-21,0.1424267959420537
2026-05-22,0.18307120438148836
2026-05-26,0.15735752575872636
2026-05-27,0.1863692361040444
2026-05-28,0.19032753264456548
2026-05-29,0.089015106760838
2026-06-01,0.0755503609922799
2026-06-02,0.0589383875889766
2026-06-03,0.1566035477493184
2026-06-04,0.12735588293294017
2026-06-05,0.29494936558674223
