Date,Open,High,Low,Close,Volume
2025-05-01,112.92175572108304,114.77915341441685,111.14424790285813,111.45381164550781,236121500
2025-05-02,114.0202079642077,115.23850182065685,113.21134397896935,114.33975982666016,190194800
2025-05-05,112.75199066583207,114.5095221313392,112.50234053074915,113.66071319580078,133163200
2025-05-06,111.32398889038713,114.57942108749386,110.66490889275714,113.381103515625,158525600
2025-05-07,112.89179643623137,117.51531428959993,112.12286973799952,116.89617919921875,206758800
2025-05-08,118.08451525459601,118.51391379663416,115.68787240644632,117.20574951171875,198428100
2025-05-09,117.1857803819228,118.06455379711826,115.0487756801452,116.48676300048828,132972200
2025-05-12,121.79931583574867,122.82787322998047,120.11167839159091,122.82787322998047,225023300
2025-05-13,124.8051066300396,131.03637225526788,124.29581818961599,129.7481689453125,330430100
2025-05-14,133.01361454835225,135.25048567508128,131.49573716816334,135.15061950683594,281180800
2025-05-15,134.10204362723803,136.10924022234616,132.47433530494334,134.64129638671875,226632600
2025-05-16,136.02937003025397,136.15919297953724,133.27323795943153,135.21051025390625,226542500
2025-05-19,132.20473687113784,135.6798627990254,132.20473687113784,135.3802947998047,193154600
2025-05-20,134.10205468200522,134.39165736048994,132.4343936724944,134.1919403076172,161514200
2025-05-21,132.87380141479636,137.20772462329396,130.4072565649854,131.61557006835938,270608700
2025-05-22,132.0449376190489,134.0621148614722,131.3658966044825,132.64410400390625,187344000
2025-05-23,129.8180590665907,132.49430097030302,128.97923834191374,131.1062469482422,198821300
2025-05-27,133.96224703921547,135.47014350181522,133.1234263008756,135.31036376953125,192953600
2025-05-28,135.83961638539918,137.0579101389624,134.60134635659116,134.62132263183594,304021100
2025-05-29,142.0509238917618,143.28919402135628,137.71700129433316,138.99520874023438,369241900
2025-05-30,138.5258751739265,139.42460961066672,132.73398869983464,134.94090270996094,333170900
2025-06-02,135.30038976970178,137.9266987725352,135.21050414256473,137.187744140625,197663100
2025-06-03,138.5857816307834,141.801276586457,137.75694135463795,141.02236938476562,225578800
2025-06-04,141.99101618842522,142.19073325311263,139.34471555965237,141.7213897705078,167120800
2025-06-05,141.97103980754113,143.79848066110154,138.63571759363617,139.79409790039062,231397900
2025-06-06,142.31057053380505,143.0695167658335,141.3119699021351,141.5216827392578,153986200
2025-06-09,142.98961854621228,144.7970831461155,141.74136782943543,142.43040466308594,185114500
2025-06-10,142.49031793007975,144.088069701399,141.33193761060437,143.758544921875,155881900
2025-06-11,144.4176611881815,144.79716064315863,141.6813000562032,142.64002990722656,167694000
