Date,Open,High,Low,Close,Volume
2025-05-01,32.54499816894531,32.55500030517578,31.684999465942383,32.18899917602539,556
2025-05-02,32.3849983215332,32.67499923706055,31.90999984741211,31.98900032043457,74
2025-05-05,31.920000076293945,32.47999954223633,31.915000915527344,32.20500183105469,224
2025-05-06,32.650001525878906,33.189998626708984,32.650001525878906,33.112998962402344,227
2025-05-07,32.80500030517578,32.80500030517578,32.19499969482422,32.53099822998047,253
2025-05-08,32.275001525878906,32.44499969482422,32.275001525878906,32.37799835205078,526
2025-05-09,32.67599868774414,32.72999954223633,32.67599868774414,32.67599868774414,7
2025-05-12,32.584999084472656,32.8650016784668,31.93000030517578,32.38800048828125,90
2025-05-13,33.20000076293945,33.20500183105469,32.80500030517578,32.86800003051758,28
2025-05-14,32.2400016784668,32.255001068115234,32.084999084472656,32.22600173950195,57
2025-05-15,32.48099899291992,32.48099899291992,32.48099899291992,32.48099899291992,2
2025-05-16,32.19499969482422,32.2400016784668,31.90999984741211,32.15800094604492,100
2025-05-19,32.439998626708984,32.56999969482422,32.209999084472656,32.3129997253418,217
2025-05-20,32.119998931884766,33.064998626708984,32.06999969482422,32.97999954223633,35
2025-05-21,33.04499816894531,33.57500076293945,33.04499816894531,33.4630012512207,217
2025-05-22,33.57500076293945,33.57500076293945,32.84000015258789,33.047000885009766,16
2025-05-23,33.099998474121094,33.53499984741211,33.099998474121094,33.44200134277344,44
2025-05-27,33.22999954223633,33.22999954223633,32.94499969482422,33.145999908447266,203
2025-05-28,33.14500045776367,33.14500045776367,32.95500183105469,33.0,656
2025-05-29,32.90999984741211,33.439998626708984,32.65999984741211,33.28300094604492,686
2025-05-30,32.974998474121094,32.974998474121094,32.891998291015625,32.891998291015625,380
2025-06-02,33.45000076293945,34.790000915527344,33.45000076293945,34.5629997253418,188
2025-06-03,34.314998626708984,34.50299835205078,34.314998626708984,34.50299835205078,14
2025-06-04,34.38999938964844,34.51900100708008,34.38999938964844,34.51900100708008,164
2025-06-05,35.30500030517578,36.025001525878906,35.29999923706055,35.68899917602539,55
2025-06-06,35.654998779296875,36.35499954223633,35.6349983215332,36.025001525878906,367
2025-06-09,36.6879997253418,36.6879997253418,36.6879997253418,36.6879997253418,28
2025-06-10,36.459999084472656,36.54199981689453,36.45000076293945,36.54199981689453,133
2025-06-11,36.09000015258789,36.27000045776367,36.09000015258789,36.16600036621094,33
2025-06-12,35.7599983215332,36.2130012512207,35.7599983215332,36.2130012512207,51
2025-06-13,36.20500183105469,36.314998626708984,36.20000076293945,36.28099822998047,90
2025-06-16,36.25,36.37900161743164,36.25,36.37900161743164,6
2025-06-17,36.810001373291016,37.255001068115234,36.810001373291016,37.09000015258789,60
2025-06-18,37.17499923706055,37.17499923706055,36.86600112915039,36.86600112915039,0
2025-06-20,35.775001525878906,35.97600173950195,35.775001525878906,35.97600173950195,2
2025-06-23,36.15999984741211,36.165000915527344,36.15299987792969,36.15299987792969,7
2025-06-24,35.83000183105469,35.83000183105469,35.599998474121094,35.70100021362305,10
2025-06-25,36.084999084472656,36.084999084472656,36.084999084472656,36.084999084472656,2
2025-06-26,36.310001373291016,36.58599853515625,36.310001373291016,36.58599853515625,43116
2025-06-27,36.560001373291016,36.63999938964844,35.6349983215332,36.0369987487793,7734
2025-06-30,35.89500045776367,36.119998931884766,35.27000045776367,35.85200119018555,191
2025-07-01,36.060001373291016,36.5,35.845001220703125,36.082000732421875,74
2025-07-02,35.97999954223633,36.45000076293945,35.97999954223633,36.42599868774414,512
