,0
2025-06-13,0.16956639054167597
2025-06-16,0.17031413410903087
2025-06-17,0.15894482338413957
2025-06-18,0.16555594729195156
2025-06-20,0.1744524566963523
2025-06-23,0.16616877232158458
2025-06-24,0.1608073112108641
2025-06-25,0.14907343839127596
2025-06-26,0.12719472452269875
2025-06-27,0.12701399659033133
2025-06-30,0.13085178245450443
2025-07-01,0.13692848264541713
2025-07-02,0.14327952628706409
2025-07-03,0.14659739307057756
2025-07-07,0.1434016873104068
2025-07-08,0.1431076220904531
2025-07-09,0.13900775775598823
2025-07-10,0.12499779285859113
2025-07-11,0.11933289406780849
2025-07-14,0.12085343826688162
2025-07-15,0.12048107325118237
2025-07-16,0.10073794997435274
2025-07-17,0.10419878806854248
2025-07-18,0.11142304093825649
2025-07-21,0.11089135751250598
2025-07-22,0.11683432175164239
2025-07-23,0.11727043437675932
2025-07-24,0.1184514223940797
2025-07-25,0.1230067611000378
2025-07-28,0.12598909660664837
2025-07-29,0.14097113301607447
2025-07-30,0.13921018030176108
2025-07-31,0.10876328289233589
2025-08-01,0.15451809621287457
2025-08-04,0.178808326929422
2025-08-05,0.18615192110523748
2025-08-06,0.20284054416093433
2025-08-07,0.20025490212568856
2025-08-08,0.20091879677050314
2025-08-11,0.2140708986389181
2025-08-12,0.21625820324713818
2025-08-13,0.21013788565819677
2025-08-14,0.19382211005032002
2025-08-15,0.19348854731226883
2025-08-18,0.1932970831831265
2025-08-19,0.24313417831391046
2025-08-20,0.23219814538685601
2025-08-21,0.23912811458739186
2025-08-22,0.26787751138403326
2025-08-25,0.2658669755958698
2025-08-26,0.27498719610966466
2025-08-27,0.2759264322686954
2025-08-28,0.2732527901587719
2025-08-29,0.2751080204267969
2025-09-02,0.26654050065367
2025-09-03,0.266398729771306
2025-09-04,0.26836744343545604
2025-09-05,0.24574910748807982
2025-09-08,0.25125281982624736
2025-09-09,0.24911208295621468
2025-09-10,0.22951774244648984
2025-09-11,0.22366721643019816
2025-09-12,0.25333924267538555
2025-09-15,0.226745178772751
2025-09-16,0.20946058525889943
2025-09-17,0.2118254770616098
2025-09-18,0.19984219499635253
2025-09-19,0.20288725553891637
2025-09-22,0.18868181896483083
2025-09-23,0.18192874748089202
2025-09-24,0.17414231061563376
2025-09-25,0.17771892982738882
2025-09-26,0.18334515323526568
2025-09-29,0.17248916217844126
2025-09-30,0.1703354475340825
2025-10-01,0.10379765058824533
2025-10-02,0.1040013174144555
2025-10-03,0.0949345932299678
2025-10-06,0.07399657764067454
2025-10-07,0.07472811244135806
2025-10-08,0.09430792802281776
2025-10-09,0.10176479348296602
2025-10-10,0.22788985673817486
2025-10-13,0.2588412022196148
2025-10-14,0.26921486957678425
2025-10-15,0.2720825888583958
2025-10-16,0.2714448339092973
2025-10-17,0.2745510582816994
2025-10-20,0.2862207720797089
2025-10-21,0.2848227691014531
2025-10-22,0.30067447633093164
2025-10-23,0.31997080698961233
2025-10-24,0.3259648677658032
2025-10-27,0.31754395613865544
2025-10-28,0.31651379097511795
2025-10-29,0.314658671147519
2025-10-30,0.3206455652377604
2025-10-31,0.3179015194531751
2025-11-03,0.32311594059764087
2025-11-04,0.34058109992023716
2025-11-05,0.33973222973208406
2025-11-06,0.3503733643138111
2025-11-07,0.3495738087755951
2025-11-10,0.38085083757608884
2025-11-11,0.3722561577328807
2025-11-12,0.3668860258649771
2025-11-13,0.37387216884667157
2025-11-14,0.3681723201733588
2025-11-17,0.3694107761822754
2025-11-18,0.3618854956211353
2025-11-19,0.3444967480019338
2025-11-20,0.3634959853999593
2025-11-21,0.3136273242565223
2025-11-24,0.30462047561353106
2025-11-25,0.3005064320005167
2025-11-26,0.3143691120173591
2025-11-28,0.32286548261653536
2025-12-01,0.3223839349542851
2025-12-02,0.31439417205357456
2025-12-03,0.3119908060651846
2025-12-04,0.31002074518820194
2025-12-05,0.2881748425554226
2025-12-08,0.2821551879585322
2025-12-09,0.2906456609198854
2025-12-10,0.2903130287629571
2025-12-11,0.2759914939119988
2025-12-12,0.2825213972128593
2025-12-15,0.28766826302815224
2025-12-16,0.2868779078893415
2025-12-17,0.2643745724761427
2025-12-18,0.2664364039207423
2025-12-19,0.2705487410893319
2025-12-22,0.2746608909847867
2025-12-23,0.2463532732209402
2025-12-24,0.2550005286062027
2025-12-26,0.2607316380495499
2025-12-29,0.24800516125745004
2025-12-30,0.25408167994370046
2025-12-31,0.25715204380921086
2026-01-02,0.25455957742508206
2026-01-05,0.26604390397412453
2026-01-06,0.2217371566608874
2026-01-07,0.23341444879419324
2026-01-08,0.1922255953285474
2026-01-09,0.21015438241240084
2026-01-12,0.19310772633911844
2026-01-13,0.18246491569286752
2026-01-14,0.1891862282446801
2026-01-15,0.18492993250430456
2026-01-16,0.18738956004995305
2026-01-20,0.20571062115997082
2026-01-21,0.1999929674249864
2026-01-22,0.19827334244915737
2026-01-23,0.20968550757840343
2026-01-26,0.21763416590794904
2026-01-27,0.22445418844659304
2026-01-28,0.21111435283731345
2026-01-29,0.17918238122605884
2026-01-30,0.20309227117608025
2026-02-02,0.18726178674999752
2026-02-03,0.1768921650331554
2026-02-04,0.15460619404353076
2026-02-05,0.17222577288889734
2026-02-06,0.21488146267053848
2026-02-09,0.21888741881563564
2026-02-10,0.21969129523908315
2026-02-11,0.21838060724900127
2026-02-12,0.25913380043198775
2026-02-13,0.2524686210830853
2026-02-17,0.25392088703900334
2026-02-18,0.26087968250245464
2026-02-19,0.26380448851917737
2026-02-20,0.2646765527102725
2026-02-23,0.2705808059953692
2026-02-24,0.26437389909099474
2026-02-25,0.275334707357238
2026-02-26,0.269936261746002
2026-02-27,0.2556656624703142
2026-03-02,0.26630063296983253
2026-03-03,0.2602126569136607
2026-03-04,0.25608787538575706
2026-03-05,0.2529695721152766
2026-03-06,0.2409267339921334
2026-03-09,0.24443805174259997
2026-03-10,0.23807647905208024
2026-03-11,0.23745475845418196
2026-03-12,0.23342240755728658
2026-03-13,0.26416988306283196
2026-03-16,0.25427829491120885
2026-03-17,0.2616336086947639
2026-03-18,0.28279040335329253
2026-03-19,0.2961938626910436
2026-03-20,0.2895671804493956
2026-03-23,0.25167220985534194
2026-03-24,0.2371789091504745
2026-03-25,0.23911663468932443
2026-03-26,0.2565139979441106
2026-03-27,0.2221617810775939
2026-03-30,0.22119320873801307
2026-03-31,0.2939287645237143
2026-04-01,0.28629052881456135
2026-04-02,0.2875100911642523
2026-04-06,0.2898518891060138
2026-04-07,0.2874916032181055
2026-04-08,0.2692569738772579
2026-04-09,0.24904967647521434
2026-04-10,0.2521532516301838
2026-04-13,0.27928673986581465
2026-04-14,0.28078379736861586
2026-04-15,0.2845539199395967
2026-04-16,0.28153616627774875
2026-04-17,0.2686997493312426
2026-04-20,0.27660372921083354
2026-04-21,0.2735608109312736
2026-04-22,0.286506688314791
2026-04-23,0.2913795670730603
2026-04-24,0.2872113789564721
2026-04-27,0.281700240051008
2026-04-28,0.2813725822428637
2026-04-29,0.28110132700988966
2026-04-30,0.2532301656466481
2026-05-01,0.24769667126831935
2026-05-04,0.23705643886877734
2026-05-05,0.2355326428891233
2026-05-06,0.23066614366806057
2026-05-07,0.22760613975762414
2026-05-08,0.19694759287636085
2026-05-11,0.1882666379773292
2026-05-12,0.18861489537065795
2026-05-13,0.11326041318915868
2026-05-14,0.11077087672635884
2026-05-15,0.1241245831460929
2026-05-18,0.1243031883474694
2026-05-19,0.13924650937439093
2026-05-20,0.14629069890114474
2026-05-21,0.14952343890650113
2026-05-22,0.15154028945050274
2026-05-26,0.14274645119280652
2026-05-27,0.13973072863642855
2026-05-28,0.1307154010370235
2026-05-29,0.12765291575179927
2026-06-01,0.12061053538156606
2026-06-02,0.1097548913610189
2026-06-03,0.12307679076192371
2026-06-04,0.08574198105378707
2026-06-05,0.16799933713238172
